"Meldewoche";"Altersgruppen.Inz";"Inzidenz";"Anzahl"
16;"80+";102,465547162414;852
16;"Gesamt";36,0845325891102;4736
17;"'05-09";5,47312609569419;32
17;"'10-14";6,94288952647758;40
17;"00-04";8,13847935643409;52
17;"15-19";15,2003648087554;95
17;"20-34";30,8462390703087;774
17;"35-59";22,1512605404519;1027
17;"60-79";19,0599724419975;519
17;"80+";64,7024229734492;538
17;"Gesamt";23,444279302511;3077
18;"'05-09";7,01244281010818;41
18;"'10-14";5,90145609750594;34
18;"00-04";5,47782264375372;35
18;"15-19";8,32019968479243;52
18;"20-34";18,6113612995273;467
18;"35-59";12,7040822379028;589
18;"60-79";10,0257658509929;273
18;"80+";31,0282994928436;258
18;"Gesamt";13,325981312997;1749
19;"'05-09";3,59173900029931;21
19;"'10-14";5,55431162118206;32
19;"00-04";3,75622124143112;24
19;"15-19";7,84018816451595;49
19;"20-34";13,0319382118746;327
19;"35-59";9,51188500325151;441
19;"60-79";7,60195432657702;207
19;"80+";22,3692391692594;186
19;"Gesamt";9,80591077748834;1287
20;"'05-09";3,07863342882798;18
20;"'10-14";1,73572238161939;10
20;"00-04";2,9736751494663;19
20;"15-19";5,12012288294919;32
20;"20-34";11,5573763958521;290
20;"35-59";8,71383569458869;404
20;"60-79";5,94935555992984;162
20;"80+";18,6410326410495;155
20;"Gesamt";8,30492831970652;1090
21;"'05-09";3,07863342882798;18
21;"'10-14";2,77715581059103;16
21;"00-04";3,91273045982408;25
21;"15-19";2,88006912165892;18
21;"20-34";9,56472529311898;240
21;"35-59";5,86674086368347;272
21;"60-79";3,92951262291662;107
21;"80+";9,14011923045007;76
21;"Gesamt";5,88202262643434;772
22;"'05-09";3,24966861931842;19
22;"'10-14";2,43001133426715;14
22;"00-04";2,9736751494663;19
22;"15-19";5,12012288294919;32
22;"20-34";7,97060441093248;200
22;"35-59";4,11965994471891;191
22;"60-79";3,19502428218454;87
22;"80+";7,33614832970334;61
22;"Gesamt";4,75438098302465;624
23;"'05-09";1,53931671441399;9
23;"'10-14";0,694288952647758;4
23;"00-04";0,626036873571853;4
23;"15-19";2,5600614414746;16
23;"20-34";3,46721291875563;87
23;"35-59";2,41571682622261;112
23;"60-79";1,39552784739095;38
23;"80+";5,29164797552372;44
23;"Gesamt";2,39242889209894;314
24;"'05-09";1,53931671441399;9
24;"'10-14";1,04143342897164;6
24;"00-04";1,56509218392963;10
24;"15-19";1,44003456082946;9
24;"20-34";4,14471429368489;104
24;"35-59";2,00590772177413;93
24;"60-79";0,807937174805287;22
24;"80+";1,80397090074672;15
24;"Gesamt";2,04194567860674;268
25;"'05-09";1,1972463334331;7
25;"'10-14";1,90929461978133;11
25;"00-04";1,87811062071556;12
25;"15-19";3,20007680184324;20
25;"20-34";3,42735989670097;86
25;"35-59";1,91963212083761;89
25;"60-79";1,10173251109812;30
25;"80+";1,56344144731383;13
25;"Gesamt";2,04194567860674;268
26;"'05-09";2,73656304784709;16
26;"'10-14";3,47144476323879;20
26;"00-04";1,7216014023226;11
26;"15-19";1,2800307207373;8
26;"20-34";4,54324451423151;114
26;"35-59";2,76081922996869;128
26;"60-79";1,68932318368378;46
26;"80+";2,52555926104541;21
26;"Gesamt";2,77338890676438;364
27;"'05-09";3,59173900029931;21
27;"'10-14";2,77715581059103;16
27;"00-04";4,06923967821705;26
27;"15-19";3,04007296175108;19
27;"20-34";6,8945728154566;173
27;"35-59";3,472592937695;161
27;"60-79";1,28535459628114;35
27;"80+";1,08238254044803;9
27;"Gesamt";3,50483213492202;460
28;"'05-09";4,44691495275153;26
28;"'10-14";4,8600226685343;28
28;"00-04";6,72989639089742;43
28;"15-19";4,96011904285703;31
28;"20-34";5,85839424203537;147
28;"35-59";3,6882819400363;171
28;"60-79";1,61587434961057;44
28;"80+";1,32291199388093;11
28;"Gesamt";3,81721934694768;501
29;"'05-09";4,27587976226109;25
29;"'10-14";2,77715581059103;16
29;"00-04";3,75622124143112;24
29;"15-19";6,24014976359433;39
29;"20-34";6,97427885956592;175
29;"35-59";3,81769534144108;177
29;"60-79";1,8729452688668;51
29;"80+";2,16476508089607;18
29;"Gesamt";4,00008015398709;525
30;"'05-09";4,27587976226109;25
30;"'10-14";5,90145609750594;34
30;"00-04";4,22574889661001;27
30;"15-19";5,92014208341;37
30;"20-34";9,0067829843537;226
30;"35-59";6,53537677094151;303
30;"60-79";1,8362208518302;50
30;"80+";1,32291199388093;11
30;"Gesamt";5,44010900942244;714
31;"'05-09";2,73656304784709;16
31;"'10-14";4,51287819221043;26
31;"00-04";3,59971202303816;23
31;"15-19";5,92014208341;37
31;"20-34";8,72781182997107;219
31;"35-59";6,34125666883434;294
31;"60-79";1,57914993257397;43
31;"80+";2,88635344119476;24
31;"Gesamt";5,19629460003656;682
32;"'05-09";2,73656304784709;16
32;"'10-14";3,47144476323879;20
32;"00-04";3,28669358625223;21
32;"15-19";7,52018048433162;47
32;"20-34";11,0791401311961;278
32;"35-59";5,78046526274695;268
32;"60-79";1,61587434961057;44
32;"80+";0,962117813731586;8
32;"Gesamt";5,35629780619604;703
33;"'05-09";5,64416128618463;33
33;"'10-14";8,15789519361115;47
33;"00-04";5,00829498857483;32
33;"15-19";18,8804531308751;118
33;"20-34";21,4409258654084;538
33;"35-59";8,92952469692999;414
33;"60-79";2,53398477552567;69
33;"80+";2,16476508089607;18
33;"Gesamt";9,66876517220878;1269
34;"'05-09";14,8800615726686;87
34;"'10-14";21,3493852939185;123
34;"00-04";7,35593326446928;47
34;"15-19";41,7610022640543;261
34;"20-34";32,7591841289325;822
34;"35-59";13,9982162519506;649
34;"60-79";2,97467777996492;81
34;"80+";2,16476508089607;18
34;"Gesamt";15,9165094127219;2089
35;"'05-09";16,590413477573;97
35;"'10-14";24,8208300571573;143
35;"00-04";9,23404388518484;59
35;"15-19";40,0009600230406;250
35;"20-34";32,5200659966045;816
35;"35-59";14,5374387578039;674
35;"60-79";3,04812661403813;83
35;"80+";3,12688289462765;26
35;"Gesamt";16,3812806306138;2150
36;"'05-09";17,9586950014966;105
36;"'10-14";23,0851076755379;133
36;"00-04";10,6426268507215;68
36;"15-19";34,7208332999992;217
36;"20-34";32,6396250627685;819
36;"35-59";16,8884488833241;783
36;"60-79";3,63571728662379;99
36;"80+";2,28502980761252;19
36;"Gesamt";17,0898662578915;2243
37;"'05-09";16,4193782870826;96
37;"'10-14";23,4322521518618;135
37;"00-04";11,5816821610793;74
37;"15-19";44,8010752258054;280
37;"20-34";37,541546775492;942
37;"35-59";18,9590633058006;879
37;"60-79";7,3816078243574;201
37;"80+";5,89297160910596;49
37;"Gesamt";20,2518343796146;2658
38;"'05-09";17,6166246205157;103
38;"'10-14";20,6550963412708;119
38;"00-04";12,990265126616;83
38;"15-19";37,440898581566;234
38;"20-34";42,7622926646528;1073
38;"35-59";21,1806600299161;982
38;"60-79";9,80541934877326;267
38;"80+";7,57667778313624;63
38;"Gesamt";22,286160857928;2925
39;"'05-09";14,5379911916877;85
39;"'10-14";14,406495767441;83
39;"00-04";11,2686637242934;72
39;"15-19";23,5205644935478;147
39;"20-34";31,1252102246913;781
39;"35-59";17,7512048926893;823
39;"60-79";8,29971825027249;226
39;"80+";6,85508942283755;57
39;"Gesamt";17,348919067864;2277
40;"'05-09";9,57797066746483;56
40;"'10-14";13,3650623384693;77
40;"00-04";7,35593326446928;47
40;"15-19";28,1606758562205;176
40;"20-34";31,2049162688007;783
40;"35-59";18,0100316954989;835
40;"60-79";10,2093879361759;278
40;"80+";7,09561887627045;59
40;"Gesamt";17,6232102784231;2313
41;"'05-09";11,972463334331;70
41;"'10-14";24,6472578189954;142
41;"00-04";14,3988480921526;92
41;"15-19";45,7610982663584;286
41;"20-34";45,1933270099872;1134
41;"35-59";29,4199799193539;1364
41;"60-79";16,3423655812888;445
41;"80+";18,0397090074672;150
41;"Gesamt";28,0767530808427;3685
42;"'05-09";19,669046906401;115
42;"'10-14";51,2038102577721;295
42;"00-04";20,6592168278712;132
42;"15-19";87,0420890101362;544
42;"20-34";79,4270729549422;1993
42;"35-59";53,253614678068;2469
42;"60-79";29,4162580463198;801
42;"80+";30,306711132545;252
42;"Gesamt";50,3095795367176;6603
43;"'05-09";57,6388591952794;337
43;"'10-14";89,9104193678846;518
43;"00-04";41,9444705293142;268
43;"15-19";132,803187276495;830
43;"20-34";140,242784610357;3519
43;"35-59";102,19344930931;4738
43;"60-79";57,033019657846;1553
43;"80+";49,3085379537438;410
43;"Gesamt";92,7790019716205;12177
44;"'05-09";83,8072433403173;490
44;"'10-14";126,881306096378;731
44;"00-04";63,3862334491502;405
44;"15-19";201,444834676032;1259
44;"20-34";206,438654243151;5180
44;"35-59";157,000024804235;7279
44;"60-79";95,8507284655363;2610
44;"80+";116,656784914955;970
44;"Gesamt";144,300034354974;18939
45;"'05-09";106,725958866037;624
45;"'10-14";146,494969008677;844
45;"00-04";73,5593326446928;470
45;"15-19";228,965495171884;1431
45;"20-34";252,548600760396;6337
45;"35-59";198,908397959151;9222
45;"60-79";123,724560996319;3369
45;"80+";166,92744068243;1388
45;"Gesamt";180,69695415611;23716
46;"'05-09";116,645999914482;682
46;"'10-14";169,927221160539;979
46;"00-04";84,2019594954143;538
46;"15-19";259,526228629487;1622
46;"20-34";253,903603510254;6371
46;"35-59";204,451605319322;9479
46;"60-79";129,343396802919;3522
46;"80+";200,12050525617;1664
46;"Gesamt";189,527607296055;24875
47;"'05-09";138,538504297259;810
47;"'10-14";165,240770730166;952
47;"00-04";83,5759226218424;534
47;"15-19";236,645679496308;1479
47;"20-34";229,991790277457;5771
47;"35-59";196,643663434567;9117
47;"60-79";126,589065525174;3447
47;"80+";255,682808999169;2126
47;"Gesamt";184,91037191831;24269
48;"'05-09";152,563389917476;892
48;"'10-14";183,986572451656;1060
48;"00-04";92,0274204150625;588
48;"15-19";243,845852300455;1524
48;"20-34";222,539275153235;5584
48;"35-59";193,947550905301;8992
48;"60-79";125,193537677783;3409
48;"80+";284,305813957684;2364
48;"Gesamt";186,220874368759;24441
49;"'05-09";141,275067345106;826
49;"'10-14";191,276606454457;1102
49;"00-04";84,6714871505932;541
49;"15-19";244,9658791811;1531
49;"20-34";215,325878161341;5403
49;"35-59";191,337713976971;8871
49;"60-79";125,891301601478;3428
49;"80+";288,755608846192;2401
49;"Gesamt";183,988448682819;24148
50;"'05-09";13,1697096677641;77
50;"'10-14";17,183651578032;99
50;"00-04";8,29498857482706;53
50;"15-19";22,0805299327184;138
50;"20-34";19,3287156965113;485
50;"35-59";19,3688724102491;898
50;"60-79";13,257514550214;361
50;"80+";30,0661816791121;250
50;"Gesamt";18,0498854948484;2369
